Miracle Seed,Hold items,Increases the power of Grass-type moves.
Misty Seed,Hold items,An item to be held by a Pok\xc3\xa9mon. It boosts Sp. Def on Misty Terrain. It can only be used once.
Modest Mint,Battle items,Changes the Pok\xc3\xa9mon\'s stats to match the Modest nature.
Moomoo Milk,Medicine,Milk with a very high nutrition content. It restores the HP of one Pok\xc3\xa9mon by 100 points.
Moon Ball,Pokeballs,A Pok\xc3\xa9 Ball for catching Pok\xc3\xa9mon that evolve using the Moon Stone.
Moon Stone,General items,Evolves certain species of Pok\xc3\xa9mon.
Muscle Band,Hold items,Increases the power of Physical-category moves.
Muscle Wing,Medicine,Increases Attack EVs by 1.
Mystic Water,Hold items,Increases the power of Water-type moves.
Naive Mint,Battle items,Changes the Pok\xc3\xa9mon\'s stats to match the Naive nature.
Nanab Berry,Berries,"A Berry to be used in cooking. Calms a Pok\xc3\xa9mon in battle, in Let\'s Go Pikachu/Eevee."
Naughty Mint,Battle items,Changes the Pok\xc3\xa9mon\'s stats to match the Naughty nature.
Nest Ball,Pokeballs,A somewhat different Pok\xc3\xa9 Ball that works especially well on weaker Pok\xc3\xa9mon in the wild.
Net Ball,Pokeballs,A somewhat different Pok\xc3\xa9 Ball that works especially well on Water- and Bug-type Pok\xc3\xa9mon.
Never-Melt Ice,Hold items,Increases the power of Ice-type moves.
Nomel Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.
Normal Gem,Hold items,Increases the power of a Normal-type move only once.
Normalium Z,Hold items,"Allows the use of Breakneck Blitz, the Normal type Z-Move."
Nugget,General items,A nugget of pure gold that gives off a lustrous gleam. It can be sold at a high price to shops.
Occa Berry,Berries,Weakens a supereffective Fire-type attack against the holding Pok\xc3\xa9mon.
Odd Incense,Hold items,Increases the power of Psychic-type moves. Breeding Mr. Mime produces Mime Jr. when held.
Odd Keystone,General items,A vital item that is needed to keep a stone tower from collapsing. Voices can be heard from it occasionally.
Old Amber,General items,A piece of amber that contains the genetic material of an ancient Pok\xc3\xa9mon. It is clear with a reddish tint.
Old Gateau,Medicine,Heals all major status conditions.
Oran Berry,Berries,"If held by a Pok\xc3\xa9mon, it heals the user by just 10 HP."
Oval Charm,General items,An oval charm said to increase the chance of Pok\xc3\xa9mon Eggs being found at the Day Care.
Oval Stone,General items,Evolves Happiny when held.
Pack of Potatoes,General items,
Pamtre Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.
Paralyze Heal,Medicine,A spray-type medicine. It eliminates paralysis from a single Pok\xc3\xa9mon.
Park Ball,Pokeballs,A special Pok\xc3\xa9 Ball for the Pal Park.
Pass Orb,Hold items,"A mysterious orb containing the power of the Unova region, to be used when generating Pass Power."
Passho Berry,Berries,Weakens a supereffective Water-type attack against the holding Pok\xc3\xa9mon.
Payapa Berry,Berries,Weakens a supereffective Psychic-type attack against the holding Pok\xc3\xa9mon.
Pearl,General items,A somewhat-small pearl that sparkles in a pretty silver color. It can be sold cheaply to shops.
Pearl String,General items,Very large pearls that sparkle in a pretty silver color. A maniac will buy them for a high price.
Pecha Berry,Berries,"If held by a Pok\xc3\xa9mon, it recovers from poison."
Permit,General items,A permit that is needed to enter the Nature Preserve. Not many know about it.
Persim Berry,Berries,"If held by a Pok\xc3\xa9mon, it recovers from confusion."
Petaya Berry,Berries,Raises Special Attack when HP is low.
Pewter Crunchies,Medicine,Heals all major status conditions.
Pidgeotite,Hold items,Enables Pidgeot to Mega Evolve during battle.
Pikanium Z,Hold items,"Allows Pikachu to upgrade Volt Tackle to a Z-Move, Catastropika."
Pikashunium Z,Hold items,"Allows Pikachu in a cap to upgrade Thunderbolt to a Z-Move, 10,000,000 Volt Thunderbolt."
Pinap Berry,Berries,"A Berry to be used in cooking. Increases chances of getting items when a Pok\xc3\xa9mon is caught, in Pok\xc3\xa9mon Let\'s Go."
Pink Apricorn,General items,"A pink Apricorn. It has a nice, sweet scent."
Pink Nectar,Hold items,The flower nectar obtained at the flowering shrubs on Royal Avenue. It changes the form of certain species of Pok\xc3\xa9mon.
Pink Scarf,General items,Raises holder\'s Cute aspect in a Contest.
Pinsirite,Hold items,Enables Pinsir to Mega Evolve during battle.
Pixie Plate,Hold items,Increases power of Fairy-type moves. Changes Arceus\' type to Fairy.
Plasma Card,Hold items,A card key needed to enter the password inside the Plasma Frigate.
Plume Fossil,General items,A fossil of an ancient Pok\xc3\xa9mon that flew in the sky in ancient times. It appears to be part of its wing.
Poison Barb,Hold items,Increases the power of Poison-type moves.
Poison Gem,Hold items,Increases the power of a Poison-type move only once.
Poison Memory,Hold items,Changes Silvally and its move Multi-Attack to Poison type.
Poisonium Z,Hold items,"Allows the use of Acid Downpour, the Poison type Z-Move."
Pok\xc3\xa9 Ball,Pokeballs,A device for catching wild Pok\xc3\xa9mon. It is thrown like a ball at the target. It is designed as a capsule system.
Pok\xc3\xa9 Doll,General items,A doll that attracts Pok\xc3\xa9mon. Use it to flee from any battle with a wild Pok\xc3\xa9mon.
Pok\xc3\xa9 Toy,General items,An item that attracts Pok\xc3\xa9mon. Use it to flee from any battle with a wild Pok\xc3\xa9mon.
Polished Mud Ball,General items,
Pomeg Berry,Berries,Increases Friendship but lowers HP EVs.
Potion,Medicine,Restores 20 HP.
Power Anklet,Hold items,"A Pok\xc3\xa9mon held item that promotes Speed gain on leveling, but reduces the Speed stat."
Power Band,Hold items,"A Pok\xc3\xa9mon held item that promotes Sp. Def gain on leveling, but reduces the Speed stat."
Power Belt,Hold items,"A Pok\xc3\xa9mon held item that promotes Defense gain on leveling, but reduces the Speed stat."
Power Bracer,Hold items,"A Pok\xc3\xa9mon held item that promotes Attack gain on leveling, but reduces the Speed stat."
Power Herb,Hold items,A single-use item to be held by a Pok\xc3\xa9mon. It allows the immediate use of a move that charges on the first turn.
Power Lens,Hold items,"A Pok\xc3\xa9mon held item that promotes Sp. Atk gain on leveling, but reduces the Speed stat."
Power Plant Pass,Hold items,This pass serves as an ID card for gaining access to the power plant that lies along Route 13.
Power Weight,Hold items,"A Pok\xc3\xa9mon held item that promotes HP gain on leveling, but reduces the Speed stat."
PP Max,Medicine,It maximally raises the top PP of a selected move that has been learned by the target Pok\xc3\xa9mon.
PP Up,Medicine,It slightly raises the maximum PP of a selected move that has been learned by the target Pok\xc3\xa9mon.
Premier Ball,Pokeballs,A somewhat rare Pok\xc3\xa9 Ball that has been specially made to commemorate an event of some sort.
Pretty Wing,General items,"Though this feather is beautiful, it\'s just a regular feather and has no effect on Pok\xc3\xa9mon."
Primarium Z,Hold items,"Allows Primarina to upgrade Sparkling Aria to a Z-Move, Oceanic Operetta."
Prism Scale,General items,Evolves Feebas when traded holding the item.
Prison Bottle,Hold items,Transforms Hoopa Confined to Hoopa Unbound.
Prof\'s Letter,Hold items,A letter that Professor Sycamore wrote to your mother. A faint but pleasant perfume seems to cling to the paper.
Protective Pads,Hold items,An item to be held by a Pok\xc3\xa9mon. These pads protect the holder from effects caused by making direct contact with the target.
Protector,General items,Evolves Rhydon when traded holding the item.
Protein,Medicine,Increases Attack EVs by 10.
Psychic Gem,Hold items,Increases the power of a Psychic-type move only once.
Psychic Memory,Hold items,Changes Silvally and its move Multi-Attack to Psychic type.
Psychic Seed,Hold items,An item to be held by a Pok\xc3\xa9mon. It boosts Sp. Def on Psychic Terrain. It can only be used once.
Psychium Z,Hold items,"Allows the use of Shattered Psyche, the Psychic type Z-Move."
Pungent Root,General items,
Pure Incense,Hold items,Descreases the likelihood of meeting wild Pok\xc3\xa9mon. Breeding Chimecho produces Chingling when held.
Purple Nectar,Hold items,A flower nectar obtained at Poni Meadow. It changes the form of certain species of Pok\xc3\xa9mon.
Qualot Berry,Berries,Increases Friendship but lowers Defense EVs.
Quick Ball,Pokeballs,A somewhat different Pok\xc3\xa9 Ball that provides a better catch rate if it is used at the start of a wild encounter.
Quick Candy,Medicine,Increases a Pok\xc3\xa9mon\'s Speed stat by 1.
Quick Candy L,Medicine,Increases a Pok\xc3\xa9mon\'s Speed stat.
Quick Candy XL,Medicine,Increases a Pok\xc3\xa9mon\'s Speed stat.
Quick Claw,Hold items,"An item to be held by a Pok\xc3\xa9mon. A light, sharp claw that lets the bearer move first occasionally."
Quick Powder,Hold items,Increases Speed when held by Ditto.
Quiet Mint,Battle items,Changes the Pok\xc3\xa9mon\'s stats to match the Quiet nature.
Rabuta Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.
Rage Candy Bar,Medicine,Heals all major status conditions.
Rare Bone,General items,A bone that is extremely valuable for Pok\xc3\xa9mon archeology. It can be sold for a high price to shops.
Rare Candy,Medicine,A candy that is packed with energy. It raises the level of a single Pok\xc3\xa9mon by one.
Rash Mint,Battle items,Changes the Pok\xc3\xa9mon\'s stats to match the Rash nature.
Rawst Berry,Berries,"If held by a Pok\xc3\xa9mon, it recovers from a burn."
Razor Claw,Hold items,Increases critical-hit ratio. Evolves Sneasel when held at night.
Razor Fang,Hold items,May cause opponent to flinch. Evolves Gligar when held at night.
Razz Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.
Reaper Cloth,General items,Evolves Dusclops when traded holding the item.
Red Apricorn,General items,A red Apricorn. It assails your nostrils.
Red Card,Hold items,"A card with a mysterious power. When the holder is struck by a foe, the attacker is removed from battle."
Red Flute,General items,A toy flute made from red glass. A maniac will buy it for a high price.
Red Nectar,Hold items,A flower nectar obtained at Ula\'ula Meadow. It changes the form of certain species of Pok\xc3\xa9mon.
Red Scarf,General items,Raises holder\'s Cool aspect in a Contest.
Red Shard,General items,A small red shard. It appears to be from some sort of implement made long ago.
Relaxed Mint,Battle items,Changes the Pok\xc3\xa9mon\'s stats to match the Relaxed nature.
Relic Band,General items,"A bracelet made in a civilization about 3,000 years ago. A maniac will buy it for a high price."
Relic Copper,General items,"A copper coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price."
Relic Crown,General items,"A crown made in a civilization about 3,000 years ago. A maniac will buy it for a high price."
Relic Gold,General items,"A gold coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price."
Relic Silver,General items,"A silver coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price."
Relic Statue,General items,"A stone figure made in a civilization about 3,000 years ago. A maniac will buy it for a high price."
Relic Vase,General items,"A vase made in a civilization about 3,000 years ago. A maniac will buy it for a high price."
Repeat Ball,Pokeballs,A somewhat different Pok\xc3\xa9 Ball that works especially well on Pok\xc3\xa9mon species that were previously caught.
Repel,General items,An item that prevents weak wild Pok\xc3\xa9mon from appearing for 100 steps after its use.
Reset Urge,Battle items,"When used, it restores any stat changes of an ally Pok\xc3\xa9mon."
Resist Wing,Medicine,Increases Defense EVs by 1.
Reveal Glass,General items,A looking glass that reveals the truth. It\'s a mysterious glass that returns a Pok\xc3\xa9mon to its original shape.
Revival Herb,Medicine,"Revives a Pok\xc3\xa9mon to max HP, but lowers Friendship."
Revive,Medicine,A medicine that revives a fainted Pok\xc3\xa9mon. It restores half the Pok\xc3\xa9mon\'s maximum HP.
Ribbon Sweet,Hold items,Evolves Milcery into Ribbon Flavor Alcremie.
Rindo Berry,Berries,Weakens a supereffective Grass-type attack against the holding Pok\xc3\xa9mon.
Ring Target,Hold items,Moves that would otherwise have no effect will land on the Pok\xc3\xa9mon that holds it.
Rock Gem,Hold items,Increases the power of a Rock-type move only once.
Rock Incense,Hold items,Increases the power of Rock-type moves. Breeding Sudowoodo produces Bonsly when held.
Rock Memory,Hold items,Changes Silvally and its move Multi-Attack to Rock type.
Rockium Z,Hold items,"Allows the use of Continental Crush, the Rock type Z-Move."
Rocky Helmet,Hold items,"If the holder of this item takes damage, the attacker will also be damaged upon contact."
Roller Skates,General items,"Attaches roller skates to the bottom of your shoes, allowing you to glide quickly around and perform tricks."
Room Service,Hold items,Lowers the Pok\xc3\xa9mon\'s speed during Trick Room.
Root Fossil,General items,A fossil of an ancient Pok\xc3\xa9mon that lived in the sea. It appears to be part of a plant root.
Rose Incense,Hold items,Increases the power of Grass-type moves. Breeding Roselia or Roserade produces Budew when held.
Roseli Berry,Berries,"If held by a Pok\xc3\xa9mon, this Berry will lessen the damage taken from one supereffective Fairy-type attack."
Roto Bargain,Battle items,Reduces the prices of products at Pok\xc3\xa9 Marts by half.
Roto Boost,Battle items,Raises all stats of your battling Pok\xc3\xa9mon.
Roto Catch,Battle items,Increases the chance to catch Pok\xc3\xa9mon a lot.
Roto Encounter,Battle items,Increases the chance of encountering high-level wild Pok\xc3\xa9mon a lot for a certain period of time.
Roto Exp. Points,Battle items,Increases the Exp. Points your Pok\xc3\xa9mon receive after battle a little.
Roto Friendship,Battle items,Helps Pok\xc3\xa9mon in your party grow friendly faster.
Roto Hatch,Battle items,Helps Eggs hatch faster.
Roto HP Restore,Battle items,Fully restores the HP of your battling Pok\xc3\xa9mon.
Roto PP Restore,Battle items,Fully restores the PP of your battling Pok\xc3\xa9mon.
Roto Prize Money,Battle items,Triples the prize money you receive after battle.
Roto Stealth,Battle items,Prevents you from encountering wild Pok\xc3\xa9mon for a certain period of time.
Rowap Berry,Berries,"If held by a Pok\xc3\xa9mon and a special attack lands, the attacker also takes damage."
Sablenite,Hold items,Enables Sableye to Mega Evolve during battle.
Sachet,General items,Evolves Spritzee when traded holding the item.
Sacred Ash,Medicine,"It revives all fainted Pok\xc3\xa9mon. In doing so, it also fully restores their HP."
Safari Ball,Pokeballs,A special Pok\xc3\xa9 Ball that is used only in the Great Marsh. It is decorated in a camouflage pattern.
Safety Goggles,Hold items,Prevents damage from weather and powder.
Salac Berry,Berries,Raises Speed when HP is low.
Salamencite,Hold items,Enables Salamence to Mega Evolve during battle.
Sassy Mint,Battle items,Changes the Pok\xc3\xa9mon\'s stats to match the Sassy nature.
Sceptilite,Hold items,Enables Sceptile to Mega Evolve during battle.
Scizorite,Hold items,Enables Scizor to Mega Evolve during battle.
Scope Lens,Hold items,Increases critical-hit ratio.
Sea Incense,Hold items,Increases the power of Water-type moves. Breeding Marill or Azumarill produces Azurill when held.
Serious Mint,Battle items,Changes the Pok\xc3\xa9mon\'s stats to match a neutral nature.
Shalour Sable,Medicine,Heals all major status conditions.
Sharp Beak,Hold items,Increases the power of Flying-type moves.
Sharpedonite,Hold items,Enables Sharpedo to Mega Evolve during battle.
Shed Shell,Hold items,"A tough, discarded carapace to be held by a Pok\xc3\xa9mon. It enables the holder to switch with a waiting Pok\xc3\xa9mon in battle."
Shell Bell,Hold items,An item to be held by a Pok\xc3\xa9mon. The holder\'s HP is restored a little every time it inflicts damage.
Shiny Charm,General items,A shiny charm said to increase the chance of finding a Shiny Pok\xc3\xa9mon in the wild.
Shiny Stone,General items,Evolves certain species of Pok\xc3\xa9mon.
Shoal Salt,General items,Pure salt that can be discovered deep inside the Shoal Cave. A maniac will buy it for a high price.
Shoal Shell,General items,A pretty seashell that can be found deep inside the Shoal Cave. A maniac will buy it for a high price.
Shock Drive,Hold items,Changes Techno Blast to an Electric-type move when held by Genesect.
Shuca Berry,Berries,Weakens a supereffective Ground-type attack against the holding Pok\xc3\xa9mon.
Silk Scarf,Hold items,Increases the power of Normal-type moves.
Silver Leaf,General items,
Silver Nanab Berry,Berries,"Greatly calms a Pok\xc3\xa9mon in battle, in Let\'s Go Pikachu/Eevee."
Silver Pinap Berry,Berries,"Greatly increases chance of getting items when a Pok\xc3\xa9mon is caught, in Pok\xc3\xa9mon Let\'s Go."
Silver Powder,Hold items,Increases the power of Bug-type moves.
Silver Razz Berry,Berries,Makes a Pok\xc3\xa9mon easier to catch in Pok\xc3\xa9mon Let\'s Go.
Sitrus Berry,Berries,"If held by a Pok\xc3\xa9mon, it heals the user\'s HP a little."
Skull Fossil,General items,A fossil from a prehistoric Pok\xc3\xa9mon that lived on the land. It appears to be part of a head.
Sky Plate,Hold items,Increases power of Flying-type moves. Changes Arceus\' type to Flying.
Slowbronite,Hold items,Enables Slowbro to Mega Evolve during battle.
Small Bouquet,General items,
Smart Candy,Medicine,Increases a Pok\xc3\xa9mon\'s Special Attack stat by 1.
Smart Candy L,Medicine,Increases a Pok\xc3\xa9mon\'s Special Attack stat.
Smart Candy XL,Medicine,Increases a Pok\xc3\xa9mon\'s Special Attack stat.
Smoke Ball,Hold items,An item to be held by a Pok\xc3\xa9mon. It enables the holder to flee from any wild Pok\xc3\xa9mon without fail.
Smooth Rock,Hold items,A Pok\xc3\xa9mon held item that extends the duration of the move Sandstorm used by the holder.
Snorlium Z,Hold items,"Allows Snorlax to upgrade Giga Impact to a Z-Move, Pulverizing Pancake."
Snowball,Hold items,Raises Attack if hit by an Ice-type move.
Soda Pop,Medicine,Restores 50 HP.
Soft Sand,Hold items,Increases the power of Ground-type moves.
Solganium Z,Hold items,"Allows Solgaleo to upgrade Sunsteel Strike to a Z-Move, Searing Sunraze Smash."
Soothe Bell,Hold items,An item to be held by a Pok\xc3\xa9mon. It is a bell with a comforting chime that calms the holder and makes it friendly.
Soul Dew,Hold items,Increases the power of Psychic- and Dragon-type moves when held by Latios or Latias. Increases Sp.Atk/Sp.Def prior to Gen 7.
Spell Tag,Hold items,Increases the power of Ghost-type moves.
Spelon Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.
Splash Plate,Hold items,Increases power of Water-type moves. Changes Arceus\' type to Water.
Spooky Plate,Hold items,Increases power of Ghost-type moves. Changes Arceus\' type to Ghost.
Sport Ball,Pokeballs,A special Pok\xc3\xa9 Ball for the Bug-Catching Contest.
Sprinklotad,General items,"A watering can shaped like a Lotad. It helps promote the healthy growth of any Berries planted in good, soft soil."
Stable Mulch,General items,A fertilizer to be spread on soft soil in regions where Berries are grown. A maniac will buy it for a high price.
Star Piece,General items,A shard of a pretty gem that sparkles in a red color. It can be sold at a high price to shops.
Star Sweet,Hold items,Evolves Milcery into Star Flavor Alcremie.
Stardust,General items,"Lovely, red-colored sand with a loose, silky feel. It can be sold at a high price to shops."
Starf Berry,Berries,Sharply raises a random stat when HP is low.
Steel Gem,Hold items,Increases the power of a Steel-type move only once.
Steel Memory,Hold items,Changes Silvally and its move Multi-Attack to Steel type.
Steelium Z,Hold items,"Allows the use of Corkscrew Crash, the Steel type Z-Move."
Steelixite,Hold items,Enables Steelix to Mega Evolve during battle.
Stick,Hold items,Increases critical-hit ratio when held by Farfetch\'d.
Sticky Barb,Hold items,A held item that damages the holder on every turn. It may latch on to foes and allies that touch the holder.
Stone Plate,Hold items,Increases power of Rock-type moves. Changes Arceus\' type to Rock.
Strange Souvenir,General items,An ornament depicting a Pok\xc3\xa9mon that is venerated as a protector in some region far from Kalos.
Strawberry Sweet,Hold items,Evolves Milcery into Strawberry Flavor Alcremie.
Stretchy Spring,General items,
Sun Stone,General items,Evolves certain species of Pok\xc3\xa9mon.
Super Lure,General items,Attracts Pok\xc3\xa9mon in the wild.
Super Potion,Medicine,Restores 60 HP.
Super Repel,General items,An item that prevents weak wild Pok\xc3\xa9mon from appearing for 200 steps after its use.
Swampertite,Hold items,Enables Swampert to Mega Evolve during battle.
Sweet Apple,Hold items,Evolves Applin into Appletun.
Sweet Heart,Medicine,Very sweet chocolate. It restores the HP of one Pok\xc3\xa9mon by only 20 points.
Swift Wing,Medicine,Increases Speed EVs by 1.
Tamato Berry,Berries,Increases Friendship but lowers Speed EVs.
Tanga Berry,Berries,Weakens a supereffective Bug-type attack against the holding Pok\xc3\xa9mon.
Tapunium Z,Hold items,"Allows the Tapus to upgrade Nature\'s Madness to a Z-Move, Guardian of Alola."
Tart Apple,Hold items,Evolves Applin into Flapple.
Terrain Extender,Hold items,An item to be held by a Pok\xc3\xa9mon. It extends the duration of the terrain caused by the holder\'s move or Ability.
Thick Club,Hold items,Increases Attack when held by Cubone or Marowak.
Throat Spray,Hold items,Raises Sp. Atk when a sound-based move is used.
Thunder Stone,General items,Evolves certain species of Pok\xc3\xa9mon.
Timer Ball,Pokeballs,A somewhat different BALL that becomes progressively better the more turns there are in a battle.
Timid Mint,Battle items,Changes the Pok\xc3\xa9mon\'s stats to match the Timid nature.
Tiny Mushroom,General items,A small and rare mushroom. It is sought after by collectors.
TM00,Machines,Teaches a move.
TM01,Machines,Teaches the move Mega Punch/Dynamic Punch/Focus Punch/Hone Claws/Work Up/Headbutt.
TM02,Machines,Teaches the move Razor Wind/Headbutt/Dragon Claw/Taunt.
TM03,Machines,Teaches the move Swords Dance/Curse/Water Pulse/Psyshock/Helping Hand.
TM04,Machines,Teaches the move Whirlwind/Rollout/Calm Mind/Teleport.
TM05,Machines,Teaches the move Mega Kick/Roar/Rest.
TM06,Machines,Teaches the move Toxic/Light Screen.
TM07,Machines,Teaches the move Horn Drill/Zap Cannon/Hail/Protect.
TM08,Machines,Teaches the move Body Slam/Rock Smash/Bulk Up/Substitute.
TM09,Machines,Teaches the move Take Down/Psych Up/Bullet Seed/Venoshock/Reflect.
TM10,Machines,Teaches the move Double-Edge/Hidden Power/Dig.
TM100,Machines,Teaches the move Confide.
TM11,Machines,Teaches the move BubbleBeam/Sunny Day/Will-O-Wisp.
TM12,Machines,Teaches the move Water Gun/Sweet Scent/Taunt/Facade.
TM13,Machines,Teaches the move Snore/Ice Beam/Brick Break.
TM14,Machines,Teaches the move Blizzard/Fly.
TM15,Machines,Teaches the move Hyper Beam/Seismic Toss.
TM16,Machines,Teaches the move Pay Day/Icy Wind/Light Screen/Thunder Wave.
TM17,Machines,Teaches the move Submission/Protect/Dragon Tail.
TM18,Machines,Teaches the move Counter/Rain Dance/U-turn.
TM19,Machines,Teaches the move Seismic Toss/Giga Drain/Telekinesis/Roost/Iron Tail.
TM20,Machines,Teaches the move Rage/Endure/Safeguard/Dark Pulse.
TM21,Machines,Teaches the move Mega Drain/Frustration/Foul Play.
TM22,Machines,Teaches the move SolarBeam/Rock Slide.
TM23,Machines,Teaches the move Dragon Rage/Iron Tail/Smack Down/Thunder Punch.
TM24,Machines,Teaches the move Thunderbolt/DragonBreath/X-Scissor.
TM25,Machines,Teaches the move Thunder/Waterfall.
TM26,Machines,Teaches the move Earthquake/Poison Jab.
TM27,Machines,Teaches the move Fissure/Return/Toxic.
TM28,Machines,Teaches the move Dig/Leech Life/Tri Attack.
TM29,Machines,Teaches the move Psychic/Scald.
TM30,Machines,Teaches the move Teleport/Shadow Ball/Bulk Up.
TM31,Machines,Teaches the move Mimic/Mud-Slap/Brick Break/Fire Punch.
TM32,Machines,Teaches the move Double Team/Dazzling Gleam.
TM33,Machines,Teaches the move Ice Punch/Reflect/Calm Mind.
TM34,Machines,Teaches the move Bide/Swagger/Shock Wave/Sludge Wave/Dragon Pulse.
TM35,Machines,Teaches the move Metronome/Sleep Talk/Flamethrower/Ice Punch.
TM36,Machines,Teaches the move Selfdestruct/Sludge Bomb/Thunderbolt.
TM37,Machines,Teaches the move Egg Bomb/Sandstorm/Flamethrower.
TM38,Machines,Teaches the move Fire Blast/Thunder.
TM39,Machines,Teaches the move Swift/Rock Tomb/Outrage.
TM40,Machines,Teaches the move Skull Bash/Defense Curl/Aerial Ace/Psychic.
TM41,Machines,Teaches the move Softboiled/ThunderPunch/Torment/Earthquake.
TM42,Machines,Teaches the move Dream Eater/Facade/Self-Destruct.
TM43,Machines,Teaches the move Sky Attack/Detect/Secret Power/Flame Charge/Shadow Ball.
TM44,Machines,Teaches the move Rest/Play Rough.
TM45,Machines,Teaches the move Thunder Wave/Attract/Solar Beam.
TM46,Machines,Teaches the move Psywave/Thief/Fire Blast.
TM47,Machines,Teaches the move Explosion/Steel Wing/Low Sweep/Surf.
TM48,Machines,Teaches the move Rock Slide/Fire Punch/Skill Swap/Round/Hyper Beam.
TM49,Machines,Teaches the move Tri Attack/Fury Cutter/Snatch/Echoed Voice/Superpower.
TM50,Machines,Teaches the move Substitute/Nightmare/Overheat/Roost.
TM51,Machines,Teaches the move Roost/Ally Switch/Steel Wing/Blizzard.
TM52,Machines,Teaches the move Focus Blast/Sludge Bomb.
TM53,Machines,Teaches the move Energy Ball/Mega Drain.
TM54,Machines,Teaches the move False Swipe/Flash Cannon.
TM55,Machines,Teaches the move Brine/Scald/Ice Beam.
TM56,Machines,Teaches the move Fling/Stealth Rock.
TM57,Machines,Teaches the move Charge Beam/Pay Day.
TM58,Machines,Teaches the move Endure/Sky Drop/Drill Run.
TM59,Machines,Teaches the move Dragon Pulse/Incinerate/Brutal Swing/Dream Eater.
TM60,Machines,Teaches the move Drain Punch/Quash/Megahorn.
TM61,Machines,Teaches the move Will-O-Wisp.
TM62,Machines,Teaches the move Silver Wind/Acrobatics.
TM63,Machines,Teaches the move Embargo.
TM64,Machines,Teaches the move Explosion.
TM65,Machines,Teaches the move Shadow Claw.
TM66,Machines,Teaches the move Payback.
TM67,Machines,Teaches the move Recycle/Retaliate/Smart Strike.
TM68,Machines,Teaches the move Giga Impact.
TM69,Machines,Teaches the move Rock Polish.
TM70,Machines,Teaches the move Flash/Aurora Veil.
TM71,Machines,Teaches the move Stone Edge.
TM72,Machines,Teaches the move Avalanche/Volt Switch.
TM73,Machines,Teaches the move Thunder Wave.
TM74,Machines,Teaches the move Gyro Ball.
TM75,Machines,Teaches the move Swords Dance.
TM76,Machines,Teaches the move Stealth Rock/Struggle Bug/Fly.
TM77,Machines,Teaches the move Psych Up.
TM78,Machines,Teaches the move Captivate/Bulldoze.
TM79,Machines,Teaches the move Dark Pulse/Frost Breath.
TM80,Machines,Teaches the move Rock Slide.
TM81,Machines,Teaches the move X-Scissor.
TM82,Machines,Teaches the move Sleep Talk/Dragon Tail.
TM83,Machines,Teaches the move Natural Gift/Work Up/Infestation.
TM84,Machines,Teaches the move Poison Jab.
TM85,Machines,Teaches the move Dream Eater.
TM86,Machines,Teaches the move Grass Knot.
TM87,Machines,Teaches the move Swagger.
TM88,Machines,Teaches the move Pluck/Sleep Talk.
TM89,Machines,Teaches the move U-turn.
TM90,Machines,Teaches the move Substitute.
TM91,Machines,Teaches the move Flash Cannon.
TM92,Machines,Teaches the move Trick Room.
TM93,Machines,Teaches the move Wild Charge.
TM94,Machines,Teaches the move Rock Smash/Surf.
TM95,Machines,Teaches the move Snarl.
TM96,Machines,Teaches the move Nature Power.
TM97,Machines,Teaches the move Dark Pulse.
TM98,Machines,Teaches the move Power-Up Punch/Waterfall.
TM99,Machines,Teaches the move Dazzling Gleam.
TMV Pass,General items,A commuter pass that allows the holder to ride the TMV between Lumiose City and Kiloude City at any time.
Tough Candy,Medicine,Increases a Pok\xc3\xa9mon\'s Defense stat by 1.
Tough Candy L,Medicine,Increases a Pok\xc3\xa9mon\'s Defense stat.
Tough Candy XL,Medicine,Increases a Pok\xc3\xa9mon\'s Defense stat.
Toxic Orb,Hold items,An item to be held by a Pok\xc3\xa9mon. It is a bizarre orb that badly poisons the holder in battle.
Toxic Plate,Hold items,Increases power of Poison-type moves. Changes Arceus\' type to Poison.
TR00,Machines,Teaches the move Swords Dance.
TR01,Machines,
TR02,Machines,
TR03,Machines,
TR04,Machines,
TR05,Machines,
TR06,Machines,
TR07,Machines,
TR08,Machines,
TR09,Machines,
TR10,Machines,
TR11,Machines,
TR12,Machines,
TR13,Machines,
TR14,Machines,
TR15,Machines,
TR16,Machines,
TR17,Machines,
TR18,Machines,
TR19,Machines,
TR20,Machines,
TR21,Machines,
TR22,Machines,
TR23,Machines,
TR24,Machines,
TR25,Machines,
TR26,Machines,
TR27,Machines,
TR28,Machines,
TR29,Machines,
TR30,Machines,
TR31,Machines,
TR32,Machines,
TR33,Machines,
TR34,Machines,
TR35,Machines,
TR36,Machines,
TR37,Machines,
TR38,Machines,
TR39,Machines,
TR40,Machines,
TR41,Machines,
TR42,Machines,
TR43,Machines,
TR44,Machines,
TR45,Machines,
TR46,Machines,
TR47,Machines,
TR48,Machines,
TR49,Machines,
TR50,Machines,
TR51,Machines,Teaches the move Dragon Dance.
TR52,Machines,
TR53,Machines,
